Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,SEO Title,SEO Description,Status
e10006,"M2 pulsador oculto para Alcaplast, con consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M2 pulsador oculto para Alcaplast, con consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10006</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,m2,STOCK_ES,con-consumibles,alcaplast",TRUE,Title,Default Title,E10006,800,shopify,0,continue,manual,425.50,TRUE,TRUE,https://edplit.es/images/products/e10006.jpg,1,"M2 pulsador oculto para Alcaplast, con consumibles | Soluciones Ocultas EDPLIT","M2 pulsador oculto para Alcaplast, con consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10007,"M2 pulsador oculto para Delta, con consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M2 pulsador oculto para Delta, con consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10007</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,delta,m2,STOCK_ES,con-consumibles",TRUE,Title,Default Title,E10007,800,shopify,0,continue,manual,425.50,TRUE,TRUE,https://edplit.es/images/products/e10007.jpg,1,"M2 pulsador oculto para Delta, con consumibles | Soluciones Ocultas EDPLIT","M2 pulsador oculto para Delta, con consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10008,"M2 pulsador oculto para Tece, con consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M2 pulsador oculto para Tece, con consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10008</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,tece,m2,STOCK_ES,con-consumibles",TRUE,Title,Default Title,E10008,800,shopify,0,continue,manual,425.50,TRUE,TRUE,https://edplit.es/images/products/e10008.jpg,1,"M2 pulsador oculto para Tece, con consumibles | Soluciones Ocultas EDPLIT","M2 pulsador oculto para Tece, con consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10009,M3 pulsador oculto Edplit InvisiFlush,"<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M3 pulsador oculto Edplit InvisiFlush (solo para GROHE) – blanca, con consumibles</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10009</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,m3,grohe,con-consumibles,BAJO_PEDIDO",TRUE,Title,Default Title,E10009,800,shopify,0,continue,manual,402.50,TRUE,TRUE,https://edplit.es/images/products/e10009.jpg,1,M3 pulsador oculto Edplit InvisiFlush | Soluciones Ocultas EDPLIT,"M3 pulsador oculto Edplit InvisiFlush (solo para GROHE) – blanca, con consumibles. Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10010,M3 pulsador oculto Edplit InvisiFlush,"<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M3 pulsador oculto Edplit InvisiFlush (solo para GROHE) – negra, con consumibles</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10010</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,m3,grohe,con-consumibles,BAJO_PEDIDO",TRUE,Title,Default Title,E10010,800,shopify,0,continue,manual,402.50,TRUE,TRUE,https://edplit.es/images/products/e10010.jpg,1,M3 pulsador oculto Edplit InvisiFlush | Soluciones Ocultas EDPLIT,"M3 pulsador oculto Edplit InvisiFlush (solo para GROHE) – negra, con consumibles. Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10024,"M1 pulsador oculto para OLI, con consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M1 pulsador oculto para OLI, con consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10024</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,oli,STOCK_ES,con-consumibles,m1",TRUE,Title,Default Title,E10024,800,shopify,0,continue,manual,425.50,TRUE,TRUE,https://edplit.es/images/products/e10024.jpg,1,"M1 pulsador oculto para OLI, con consumibles | Soluciones Ocultas EDPLIT","M1 pulsador oculto para OLI, con consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10025,"M2 pulsador oculto para OLI, con consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M2 pulsador oculto para OLI, con consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10025</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,oli,m2,STOCK_ES,con-consumibles",TRUE,Title,Default Title,E10025,800,shopify,0,continue,manual,425.50,TRUE,TRUE,https://edplit.es/images/products/e10025.jpg,1,"M2 pulsador oculto para OLI, con consumibles | Soluciones Ocultas EDPLIT","M2 pulsador oculto para OLI, con consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10028,"M1 pulsador oculto para Jomotech, con consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M1 pulsador oculto para Jomotech, con consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10028</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"jomotech,oculto,STOCK_ES,con-consumibles,m1",TRUE,Title,Default Title,E10028,800,shopify,0,continue,manual,425.50,TRUE,TRUE,https://edplit.es/images/products/e10028.jpg,1,"M1 pulsador oculto para Jomotech, con consumibles | Soluciones Ocultas EDPLIT","M1 pulsador oculto para Jomotech, con consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10029,"M2 pulsador oculto para Jomotech, con consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M2 pulsador oculto para Jomotech, con consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10029</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"jomotech,oculto,m2,STOCK_ES,con-consumibles",TRUE,Title,Default Title,E10029,800,shopify,0,continue,manual,425.50,TRUE,TRUE,https://edplit.es/images/products/e10029.jpg,1,"M2 pulsador oculto para Jomotech, con consumibles | Soluciones Ocultas EDPLIT","M2 pulsador oculto para Jomotech, con consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10013,M3 pulsador oculto Edplit InvisiFlush,"<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M3 pulsador oculto Edplit InvisiFlush (solo para GROHE) – blanca</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10013</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"grohe,BAJO_PEDIDO,m3,oculto",TRUE,Title,Default Title,E10013,800,shopify,0,continue,manual,299.00,TRUE,TRUE,https://edplit.es/images/products/e10013.jpg,1,M3 pulsador oculto Edplit InvisiFlush | Soluciones Ocultas EDPLIT,M3 pulsador oculto Edplit InvisiFlush (solo para GROHE) – blanca. Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.,active
e10014,M3 pulsador oculto Edplit InvisiFlush,"<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M3 pulsador oculto Edplit InvisiFlush (solo para GROHE) – negra</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10014</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"grohe,BAJO_PEDIDO,m3,oculto",TRUE,Title,Default Title,E10014,800,shopify,0,continue,manual,299.00,TRUE,TRUE,https://edplit.es/images/products/e10014.jpg,1,M3 pulsador oculto Edplit InvisiFlush | Soluciones Ocultas EDPLIT,M3 pulsador oculto Edplit InvisiFlush (solo para GROHE) – negra. Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.,active
e10015,"M1 pulsador oculto Edplit Invisi Tile Touch, sin consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M1 pulsador oculto Edplit Invisi Tile Touch, sin consumibles (5 en 1 universal: Sigma, Omega, AlcaPlast, Delta, Tece)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10015</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,universal,delta,sigma,tece,geberit,omega,STOCK_ES,alcaplast,m1,sin-consumibles",TRUE,Title,Default Title,E10015,800,shopify,0,continue,manual,333.50,TRUE,TRUE,https://edplit.es/images/products/e10015.jpg,1,"M1 pulsador oculto Edplit Invisi Tile Touch, sin consumibles | Soluciones Ocultas EDPLIT","M1 pulsador oculto Edplit Invisi Tile Touch, sin consumibles (5 en 1 universal: Sigma, Omega, AlcaPlast, Delta, Tece). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10016,"M1 pulsador oculto para Sigma, sin consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M1 pulsador oculto para Sigma, sin consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10016</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,sigma,STOCK_ES,geberit,m1,sin-consumibles",TRUE,Title,Default Title,E10016,800,shopify,0,continue,manual,310.50,TRUE,TRUE,https://edplit.es/images/products/e10016.jpg,1,"M1 pulsador oculto para Sigma, sin consumibles | Soluciones Ocultas EDPLIT","M1 pulsador oculto para Sigma, sin consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10016,"M1 pulsador oculto para Omega, sin consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M1 pulsador oculto para Omega, sin consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10016</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,STOCK_ES,geberit,omega,m1,sin-consumibles",TRUE,Title,Default Title,E10016,800,shopify,0,continue,manual,310.50,TRUE,TRUE,https://edplit.es/images/products/e10016.jpg,1,"M1 pulsador oculto para Omega, sin consumibles | Soluciones Ocultas EDPLIT","M1 pulsador oculto para Omega, sin consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10016,"M1 pulsador oculto para Alcaplast, sin consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M1 pulsador oculto para Alcaplast, sin consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10016</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,STOCK_ES,alcaplast,m1,sin-consumibles",TRUE,Title,Default Title,E10016,800,shopify,0,continue,manual,310.50,TRUE,TRUE,https://edplit.es/images/products/e10016.jpg,1,"M1 pulsador oculto para Alcaplast, sin consumibles | Soluciones Ocultas EDPLIT","M1 pulsador oculto para Alcaplast, sin consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10017,"M1 pulsador oculto para Delta, sin consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M1 pulsador oculto para Delta, sin consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10017</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,delta,STOCK_ES,m1,sin-consumibles",TRUE,Title,Default Title,E10017,800,shopify,0,continue,manual,310.50,TRUE,TRUE,https://edplit.es/images/products/e10017.jpg,1,"M1 pulsador oculto para Delta, sin consumibles | Soluciones Ocultas EDPLIT","M1 pulsador oculto para Delta, sin consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10018,"M1 pulsador oculto para Tece, sin consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M1 pulsador oculto para Tece, sin consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10018</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,tece,STOCK_ES,m1,sin-consumibles",TRUE,Title,Default Title,E10018,800,shopify,0,continue,manual,310.50,TRUE,TRUE,https://edplit.es/images/products/e10018.jpg,1,"M1 pulsador oculto para Tece, sin consumibles | Soluciones Ocultas EDPLIT","M1 pulsador oculto para Tece, sin consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10019,"M2 pulsador oculto para Sigma, sin consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M2 pulsador oculto para Sigma, sin consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10019</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,sigma,m2,STOCK_ES,geberit,sin-consumibles",TRUE,Title,Default Title,E10019,800,shopify,0,continue,manual,310.50,TRUE,TRUE,https://edplit.es/images/products/e10019.jpg,1,"M2 pulsador oculto para Sigma, sin consumibles | Soluciones Ocultas EDPLIT","M2 pulsador oculto para Sigma, sin consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10019,"M2 pulsador oculto para Omega, sin consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M2 pulsador oculto para Omega, sin consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10019</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,m2,STOCK_ES,geberit,omega,sin-consumibles",TRUE,Title,Default Title,E10019,800,shopify,0,continue,manual,310.50,TRUE,TRUE,https://edplit.es/images/products/e10019.jpg,1,"M2 pulsador oculto para Omega, sin consumibles | Soluciones Ocultas EDPLIT","M2 pulsador oculto para Omega, sin consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
e10019,"M2 pulsador oculto para Alcaplast, sin consumibles","<div class=""product-description"">
<p class=""delivery-badge"" style=""background:#f4f4f4; padding:8px; border-radius:4px; font-weight:bold; color:#b8956e;"">
    🚚 Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición
</p>

<h3>Descripción</h3>
<p>M2 pulsador oculto para Alcaplast, sin consumibles (solo para instalación específica)</p>

<h3>Especificaciones Técnicas</h3>
<ul>
    <li><strong>SKU:</strong> E10019</li>
    <li><strong>Categoría:</strong> Pulsadores Ocultos</li>
    <li><strong>Montaje:</strong> Sistema oculto sin marco visible.</li>
</ul>

<h3>Servicios para Profesionales B2B</h3>
<p>Si eres arquitecto, interioristas o instalador, solicita tu cuenta profesional para acceder a tarifas especiales y soporte técnico prioritario en <a href=""mailto:info@edplit.es"">info@edplit.es</a>.</p>
</div>",EDPLIT España,Pulsadores Ocultos,"oculto,m2,STOCK_ES,alcaplast,sin-consumibles",TRUE,Title,Default Title,E10019,800,shopify,0,continue,manual,310.50,TRUE,TRUE,https://edplit.es/images/products/e10019.jpg,1,"M2 pulsador oculto para Alcaplast, sin consumibles | Soluciones Ocultas EDPLIT","M2 pulsador oculto para Alcaplast, sin consumibles (solo para instalación específica). Plazo de entrega: 24-48h si hay stock | 8-15 días si requiere reposición. Alta calidad para baños minimalistas.",active
